"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"w08a","Naimat Kada","Pakistani","4.4","(100+)","Islamabad"
"oybz","BBQ Bazaar","Pakistani","4.3","(100+)","Islamabad"
"o8ik","Xiang's Kitchen","Chinese","3.5","(84)","Islamabad"
"fdmc","Dabbay Wala","Pizza","2.3","(19)","Islamabad"
"a078","Quatro Uno","Desserts","4.5","(100+)","Islamabad"
"sm5p","Wrapped! By CGC","Wraps & Rolls","4.1","(100+)","Islamabad"
"rsla","FRESCO SWEETS (Blue Area)","Desserts","4.1","(500+)","Islamabad"
"vyzk","Breakfast Lunch & Dinner","Pakistani","4","(100+)","Islamabad"
"thjh","Carnival Cart","Fast Food","3.9","(19)","Islamabad"
"qzjt","Chakwalian Tarka","Pakistani","4.2","(100+)","Islamabad"
"s7sa","Char Grill Central","Burgers","4.5","(4000+)","Islamabad"
"u73p","Tikka n Curry","Pakistani","3","(1)","Islamabad"
"t4zv","The Grilled Burger","Burgers","4.3","(100+)","Islamabad"
"s8ma","Golden Dragon - F7","Chinese","4.2","(1000+)","Islamabad"
"z8zp","Cafe Aylanto - F-7","Pasta","4.5","(100+)","Islamabad"
"f4qf","ROBERT'S COFFEE","Fast Food","4.4","(100+)","Islamabad"
"lden","Bubba's Chicken","Burgers","4.2","(100+)","Islamabad"
"s6jg","The Hotspot","Pasta","4.2","(2000+)","Islamabad"
"v6gt","Savour Foods - Blue Area","Pulao","4.4","(35000+)","Islamabad"
"jnxb","Costa Coffee - F7","Healthy Food","4","(82)","Islamabad"
"y2v3","OMG Healthy Grill - F-7","Fast Food","3.2","(39)","Islamabad"
"r3jz","Lala Jee Fry Chanay","Pakistani","4.7","(2000+)","Islamabad"
"u3pe","Atrio Cafe & Grill","Pasta","4.2","(100+)","Islamabad"
"w4fg","Chinese Wok","Chinese","3.3","(1000+)","Islamabad"
"cfmo","Smokey Cheese","Ice Cream","2.8","(25)","Islamabad"
"r83h","Koffee Net","Fast Food","3.6","(6)","Islamabad"
"flpj","Waris Nehari - Blue Area","Pakistani","4.1","(100+)","Islamabad"
"uee9","Lunar- F-7","Fast Food","4.3","(29)","Islamabad"
"tfqc","Arbicana Shawarma","Middle Eastern","4.2","(100+)","Islamabad"
"qrq6","Brownie Bite","Desserts","4.2","(500+)","Islamabad"
"nzx1","Wali Foods","Pakistani","3.7","(59)","Islamabad"
"qvsq","Bistro Noir","Pizza","4.2","(42)","Islamabad"
"ysav","Karachi Biryani & Restaurant","Pakistani","4","(100+)","Islamabad"
"l5ro","Rasheed Sweets - F-7","Desserts","4.3","(500+)","Islamabad"
"s5cc","Pappasallis","Pasta","3.9","(1000+)","Islamabad"
"iiq7","Pizzrella - F7","Pasta","4.1","(500+)","Islamabad"
"fv6o","JC DERA F7","Pakistani","5","(1)","Islamabad"
"t6wd","What A Paratha - Islamabad","Pakistani","4.3","(5000+)","Islamabad"
"l7pr","Chinese Dragon Restaurant","Chinese","3.6","(2)","Islamabad"
"lzx9","Cafe Dewaan","Pakistani","4.4","(100+)","Islamabad"
"zo3e","Karim's Cafe Restaurant and Grill","Pakistani","4","(42)","Islamabad"
"me0e","GM Boom Boom Roll Paratha","Pakistani","4.3","(100+)","Islamabad"
"opbv","The Brown Bag Lunch Co.","Fast Food","4.7","(100+)","Islamabad"
"n3vf","Mughlai Biryani","Pakistani","3.9","(3000+)","Islamabad"
"p36r","Tarka & Pulao House (Karahi) ","Pakistani","3.4","(100+)","Islamabad"
"lp5e","LOCANTA","Continental","4.9","(24)","Islamabad"
"d60g","OPTP - Blue Area Islamabad","Fast Food","4.3","(3000+)","Islamabad"
"oir3","Burgeons","Burgers","4.7","(12)","Islamabad"
"g0tf","Al-Qaim Juice Centre","Beverages","4.4","(1000+)","Islamabad"
"e0xh","Dunkin Donuts - ( Blue Area )","Desserts","4.1","(1000+)","Islamabad"
"pkwi","Bravo Foods - Blue Area","Fast Food","4.4","(5000+)","Islamabad"
"qj4e","Santé","Continental","4.1","(24)","Islamabad"
"d6qm","Wild Wings- Beverly","Pasta","4.4","(500+)","Islamabad"
"h1i3","Food Court","Pakistani","4.3","(83)","Islamabad"
"s8bp","Street Burger","Fast Food","4.1","(1000+)","Islamabad"
"s8wd","Salt N Pepper - Blue Area","Continental","4.4","(500+)","Islamabad"
"k67g","Cafe Biblio","Pasta","2.8","(50)","Islamabad"
"zvri","HOUBB","Desserts","4","(97)","Islamabad"
"v5z5","Zing King","Fast Food","4.5","(33)","Islamabad"
"geu5","Mariyah's Den","Chinese","4.6","(99)","Islamabad"
"txpe","Daily Deli CO - ISB","Burgers","4.4","(500+)","Islamabad"
"cpbs","DastarKhwan","Pakistani","4.6","(2000+)","Islamabad"
"cosc","TIGER TEMPLE","Pakistani","4.4","(64)","Islamabad"
"ns1r","SWEETAHOLIC","Desserts","1","(1)","Islamabad"
"o50p","Burning Brownie - Beverly Center","Desserts","4.3","(500+)","Islamabad"
"kab3","Burger Dhaba","Fast Food","4.5","(100+)","Islamabad"
"h83i","ADAAB","Pakistani","3.6","(19)","Islamabad"
"vgvs","Sugar Shack","Desserts","2.8","(14)","Islamabad"
"zia5","Taste of Lahore foods","Pakistani","3.1","(100+)","Islamabad"
"z8q7","One Club Chinese Restaurant","Chinese","5","(1)","Islamabad"
"t2kv","Karamel - Blue Area","Desserts","4.6","(3000+)","Islamabad"
"ajp9","Flow Specialty Coffee","Cakes & Bakery","4.4","(100+)","Islamabad"
"pws7","Maa Jee Rasoee","Pakistani","3.7","(100+)","Islamabad"
"lzv9","Cheesy Wok","Pasta","4.2","(72)","Islamabad"
"ygj7","ASIAN WOK (BEVERLY CENTER)","Chinese","4.4","(100+)","Islamabad"
"e09w","TBC","Burgers","4.5","(1000+)","Islamabad"
"lrf5","Quetta Karachi Cafe","Pakistani","3.8","(500+)","Islamabad"
"k8i5","Ravi Restaurant- F-6","Pakistani","3.9","(500+)","Islamabad"
"u9lg","Emaan Dhaka Sweets Aabpara","Desserts","4.2","(100+)","Islamabad"
"sz6n","Cafe Chaalado","Fast Food","3.9","(52)","Islamabad"
"t3ol","Naan Dhaaba","Pakistani","3.9","(100+)","Islamabad"
"byzg","The Tasty Cottage","Pakistani","5","(1)","Islamabad"
"p3w2","NOI STIR FRY KITCHEN","Chinese","4.4","(100+)","Islamabad"
"ehu2","Friends Biryani & Restaurant","Pakistani","2.4","(9)","Islamabad"
"qdpx","Saba's Kitchen","Pakistani","4.5","(100+)","Islamabad"
"r2fk","JHAL CHAKIYAN KI MASHOOR DAAL G6","Pakistani","4","(80)","Islamabad"
"w1e0","Chattha's F-6","Pakistani","4.3","(2000+)","Islamabad"
"ywiw","TAKSiM RESTORAN","0 min","2.4","(2)","Islamabad"
"s6w5","CHAI 4 YOU","Pakistani","5","(3)","Islamabad"
"uosz","Burger Chef","Burgers","4.3","(100+)","Islamabad"
"dc1f","Tabaq Restaurant","Pakistani","4.3","(63)","Islamabad"
"j823","Hunza Zafrani Biryani","Pakistani","2.7","(16)","Islamabad"
"vh2u","Zenose Restaurant","Pakistani","4.8","(19)","Islamabad"
"yx95","Quetta Royal Tea","Pakistani","4.3","(100+)","Islamabad"
"ng64","Sugar Rush - Kohsar Market","Desserts","4.1","(50)","Islamabad"
"eopq","Broadway Pizza - F6 Markaz","Pizza","4","(2000+)","Islamabad"
"t2dd","Mindanos","Pasta","4","(100+)","Islamabad"
"cf2q","Eggspectation Cafe & Restaurant","Pasta","4.5","(100+)","Islamabad"
"sj34","Arsalan foods and Baryani center","Pakistani","3.6","(100+)","Islamabad"
"n0xs","Chop Chop Wok - F6 Markaz","Chinese","4.2","(2000+)","Islamabad"
"wuw1","Elite Lodge","Pakistani","2.9","(9)","Islamabad"
"v1va","Butlers Chocolate Café","Pasta","4.5","(1000+)","Islamabad"
"yb5v","Sufi Restaurant","Pakistani","3.7","(500+)","Islamabad"
"uh1a","GAI’A","Japanese","3.8","(48)","Islamabad"
"txeo","The Yard","Desserts","5","(1)","Islamabad"
"lr79","Quetta Chai Maple 24/7","Pakistani","3.6","(16)","Islamabad"
"kdqa","Mr. Food","Fast Food","5","(1)","Islamabad"
"vqzj","Wood Fired Steak by Kay Express","Pasta","3.5","(16)","Islamabad"
"fe2d","Cheese Cake Cafe","Cakes & Bakery","2.1","(13)","Islamabad"
"cut3","The Smokey Cauldron","Fast Food","2.6","(2)","Islamabad"
"intb","Street 1 Cafe","Pasta","3.8","(100+)","Islamabad"
"wr6p","Quetta Tea 24/7  F-6 Branch","Pakistani","4.3","(100+)","Islamabad"
"s3lb","14th Street Pizza Co. - F6","Pizza","4.3","(4000+)","Islamabad"
"s3na","District 6","Continental","4.3","(500+)","Islamabad"
"li9q","Chunkyard","Desserts","4.5","(100+)","Islamabad"
"n0gc","Kaspas Desserts","Pasta","3.7","(500+)","Islamabad"
"bjtm","Tuscany Courtyard","Pasta","4.2","(100+)","Islamabad"
"jk30","Mandarin Kitchen - ISB","Chinese","3.8","(100+)","Islamabad"
"ywam","SUNNY KITCHEN","Thai","4.5","(100+)","Islamabad"
"k8od","Red Apple - F6","Ice Cream","4.3","(2000+)","Islamabad"
"x8nq","Cafe Sierra","Pasta","2.9","(81)","Islamabad"
"m07z","Cresta Cafe & Patisserie - F-6 Markaz","Pasta","3.8","(85)","Islamabad"
"u2il","Munchies F-6","Fast Food","4.2","(2000+)","Islamabad"
"xp3h","Karachi Biryani","Pakistani","3.9","(10)","Islamabad"
"yyvd","TABLE TALK","Pasta","4.6","(100+)","Islamabad"
"hsll","DI Pollo","Pasta","4.4","(100+)","Islamabad"
"ckr7","Chef Naz","Pakistani","4.4","(100+)","Islamabad"
"voz3","Garato Shinwari","Pakistani","3.9","(3)","Islamabad"
"fkm1","Mr. COD - Bani Gala - VD","Fast Food","4.1","(24)","Islamabad"
"lfnl","Nematoou","Fast Food","3.5","(64)","Islamabad"
"odfr","Sing Oung Dragon","Chinese","2.4","(2)","Islamabad"
"myxu","Baji's Kitchen","Pakistani","4.1","(100+)","Islamabad"
"ovix","The Tiffins Cuisine","0 min","2.6","(3)","Islamabad"
"uh46","Kitchen sy Ghar Tak","Pakistani","4","(100+)","Islamabad"
"tl1w","The Dumpling Spot","Chinese","4","(58)","Islamabad"
"nt7o","Masala Majesty","Pakistani","2.9","(5)","Islamabad"
"uhpx","Speziato","Pakistani","3.1","(21)","Islamabad"
"mu74","Hot N Chilli - PWD","Fast Food","4.5","(19)","Islamabad"
"bewj","Al Kaif Pizza & Burger","Fast Food","4.2","(1000+)","Islamabad"
"gcmz","Karachi Zam Zam Biryani & Murgh Pulao","Pakistani","2.5","(46)","Islamabad"
"hkpv","Bella Vita","Fast Food","4","(17)","Islamabad"
"g0nr","JIK JIK CHINESE RESTAURANT","Chinese","4","(2000+)","Islamabad"
"wc1x","SUBS n SALADS - Bahria Town","Sandwiches","4.1","(100+)","Islamabad"
"ncrx","A-One Foods","Pakistani","4.5","(26)","Islamabad"
"x8ts","Yum in my Tum","0 min","4.5","(70)","Islamabad"
"mmic","Burger Lab - PWD","Fast Food","3.5","(100+)","Islamabad"
"ab21","Muhammadi Nehari House – PWD","Pakistani","3.9","(1000+)","Islamabad"
"abvu","Junkies Hub","Fast Food","3.3","(16)","Islamabad"
"nkjj","Wok Soi Pan Asian Chinese","Chinese","4.1","(500+)","Islamabad"
"ab2t","Karachi Haleem And VIP Biryani","Pakistani","3.1","(16)","Islamabad"
"mcs9","Burger in town","Fast Food","4.5","(100+)","Islamabad"
"ksxr","Continental Sandwiches","Sandwiches","3.8","(100+)","Islamabad"
"xscq","Munchito","Pasta","3.2","(100+)","Islamabad"
"m0xu","Bun N Crust","Fast Food","3.7","(100+)","Islamabad"
"i1xr","Thaalli","Pakistani","4","(500+)","Islamabad"
"wbmd","Boom Boom Hot & Tasty","Pakistani","3.5","(100+)","Islamabad"
"x61s","Northern Cuisine","Chinese","4.2","(100+)","Islamabad"
"pgzp","Juice Khana","Healthy Food","4.6","(53)","Islamabad"
"ij0w","Ghar kay Zaiqay","Pakistani","4.1","(500+)","Islamabad"
"lba3","Desi Dera Shinwari","Pakistani","4.1","(500+)","Islamabad"
"bzkh","Khan Grill Fish","Pakistani","3.3","(7)","Islamabad"
"mgfz","Amir Shinwari Restaurant & Tawa Fish","Pakistani","4.1","(1000+)","Islamabad"
"qxvz","Mid town Bites","Fast Food","4.3","(500+)","Islamabad"
"x5k6","Rais bannu beef pulao","Pulao","3.5","(100+)","Islamabad"
"ldum","Layers Bakeshop - Bahria Town Phase 4","Cakes & Bakery","4.6","(1000+)","Islamabad"
"ah18","Al fajar biryani","Pakistani","4.1","(500+)","Islamabad"
"w1x3","Cafe22.pk","Fast Food","3.8","(2)","Islamabad"
"iqkx","Pak Afghan Special Juice & Burger","Fast Food","3.9","(500+)","Islamabad"
"tuyj","Hungry Pizza","Pasta","4.3","(100+)","Islamabad"
"wyc2","AMUS LIVE KITCHEN","Fast Food","3.1","(22)","Islamabad"
"bdt9","Second Cup Coffee Company-  Gulberg","Cakes & Bakery","4.1","(100+)","Islamabad"
"s82i","Special Lahori Nashta & Naan Center","Pakistani","2.9","(29)","Islamabad"
"gsiy","Dumplings Shumplings","Fast Food","4","(5)","Islamabad"
"axfr","DESI'S","Pakistani","3.7","(28)","Islamabad"
"i3cw","Haleem Ghar-PWD","Pakistani","4.3","(500+)","Islamabad"
"feqq","Garam Masala","Pakistani","4.5","(94)","Islamabad"
"d6fr","Painda Ghar","Pakistani","3.5","(100+)","Islamabad"
"vsp6","Red n white sauce-PIZZA BY LYALLPUR","Pizza","4.3","(100+)","Islamabad"
"hzmn","Jik Jik Chinese","Chinese","4","(100+)","Islamabad"
"wqy2","Zaiqa Box","Pakistani","3.9","(83)","Islamabad"
"b6wh","American Steak House Bahria Town","Pasta","3.4","(71)","Islamabad"
"eipr","The 22/30 Cafe","Pakistani","3.6","(35)","Islamabad"
"ob6a","New Quetta Cafe","Pakistani","3.8","(99)","Islamabad"
"swv6","Casper Cuisine","Fast Food","5","(3)","Islamabad"
"nbcs","My Kitchen","Pakistani","4.6","(100+)","Islamabad"
"ky88","Corny Bites","Fast Food","3.5","(100+)","Islamabad"
"pjky","CR 23","Pakistani","2.2","(5)","Islamabad"
"vui3","Mei Kong Chinese Restaurant - Bahria Town","Seafood","4.1","(100+)","Islamabad"
"oi1b","Hunger Games","Fast Food","4.4","(81)","Islamabad"
"thqo","Frosty Terrace","Pasta","4.4","(100+)","Islamabad"
"cmwx","تبسم جی کا دسترخوان","Pakistani","4.2","(100+)","Islamabad"
"ekyx","Touheed's Kitchen","Fast Food","3.7","(100+)","Islamabad"
"i09s","Bites","Fast Food","4.4","(100+)","Islamabad"
"shk9","Delicious","Pasta","4.8","(19)","Islamabad"
"aaje","Cafe Rumba","Pasta","4.1","(500+)","Islamabad"
"sgxf","Coffee Planet","Desserts","3.9","(34)","Islamabad"
"se4d","Wania's Cuisine","Paratha","4","(100+)","Islamabad"
"s6co","Burger King - Bahria Town Phase 4","Fast Food","4.1","(10000+)","Islamabad"
"zj80","Gibson Cafe","Pizza","3.3","(100+)","Islamabad"
"drt5","Shangyaki (VD)","Chinese","3.9","(16)","Islamabad"
"oq6i","Cheesy Chunks","Fast Food","4.3","(100+)","Islamabad"
"vdk0","Hira's Kitchen","Pakistani","2.8","(7)","Islamabad"
"w8uu","Batato's (Magnetic-Effects)","Fast Food","4","(500+)","Islamabad"
"u9xc","Pizza Originale (Bahria Enclave)","Pizza","4.3","(100+)","Islamabad"
"m9gc","Shazia's kitchen","Haleem","3.3","(100+)","Islamabad"
"zvwb","Sizzling Wok","Chinese","4.4","(100+)","Islamabad"
"pztt","CHINA TOWN SZECHUAN CUISINE","Chinese","5","(5)","Islamabad"
"ukvi","Nosh Nook","Pakistani","4.5","(89)","Islamabad"
"tng3","Domino's Pizza - DHA Phase 2 Islamabad","Pizza","4.1","(1000+)","Islamabad"
"j1t1","Papa Johns - DHA Phase 2","Fast Food","4.4","(1000+)","Islamabad"
"xbb4","Chatkhara house","Pakistani","4.5","(100+)","Islamabad"
"wfmk","Brownie Hub","Cakes & Bakery","3.6","(100+)","Islamabad"
"mspr","Flavors - Food For Mood","Pasta","3.9","(500+)","Islamabad"
"d7ct","Makery","Pakistani","4","(27)","Islamabad"
"x1w7","Teekha Tarka","Pakistani","4.4","(1000+)","Islamabad"
"zlga","Munch Mania","Fast Food","4.9","(19)","Islamabad"
"xr9m","Oz Cuisine- G-13","Pizza","3.9","(100+)","Islamabad"
"bdfa","Omi's","Pakistani","4.5","(22)","Islamabad"
"mkj1","Pizza Beats","Pasta","3.8","(100+)","Islamabad"
"j3gj","HOB Kitchen","Pakistani","5","(1)","Islamabad"
"cyqj","Lahori Zaiqay In Town","Pakistani","4.1","(1000+)","Islamabad"
"hddz","Royal Nihari by Ammi","Nihari","4","(90)","Islamabad"
"qy7r","Grill Master’s Den","Fast Food","3.6","(71)","Islamabad"
"u3g2","Boom Boom Hot N Spicy G-13","Pakistani","4.3","(500+)","Islamabad"
"t9tl","Naan Hub","Pasta","4","(1000+)","Islamabad"
"j2zl","Eat Healthy Look Healthy","Pakistani","4.4","(100+)","Islamabad"
"xdnu","Munch Box","Fast Food","4","(100+)","Islamabad"
"eiz9","Food Station","Fast Food","4.3","(500+)","Islamabad"
"oq7n","Ni Hao","Chinese","4.9","(21)","Islamabad"
"fbpm","Foodie's Paradise","Pakistani","4.2","(100+)","Islamabad"
"tbjd","Capital Delights","Pasta","2.5","(13)","Islamabad"
"ihe6","Jaan's Cafe","Fast Food","4.6","(100+)","Islamabad"
"tfy9","Zaiqa House","Pakistani","4.3","(100+)","Islamabad"
"kym3","Baltit Wok Chinese Restaurant","Chinese","4.2","(100+)","Islamabad"
"ilc8","Cake talk G-13","Cakes & Bakery","3.5","(7)","Islamabad"
"ensn","Starbae - Branch 2","Pakistani","4.5","(55)","Islamabad"
"uohg","Fatimah's Tasty Cuisines","Pakistani","4.3","(89)","Islamabad"
"qnsz","Gigi's Kitchen","Desserts","4","(500+)","Islamabad"
"puxt","Yummy in the tummy","Pakistani","4","(60)","Islamabad"
"y5sx","Sizzle Smoke","Fast Food","3.8","(84)","Islamabad"
"z0sl","Food Palace","Pakistani","4.1","(500+)","Islamabad"
"r7l4","Shangrila Chinese Wok","Fast Food","3.9","(16)","Islamabad"
"yqeo","Tasty Bites","Chinese","4.3","(1000+)","Islamabad"
"kt3r","Ghar Ka Sawad","Pakistani","4.1","(100+)","Islamabad"
"jiwb","New Zaiqa Shinwari & Murgh Pulao","Pakistani","2","(25)","Islamabad"
"eeds","Fatima's Kitchen","Pakistani","3.2","(85)","Islamabad"
"gwps","Dipnosis","Pakistani","4.5","(80)","Islamabad"
"knwe","Donuteers","Desserts","3","(41)","Islamabad"
"sj5o","Epice Fish & Shinwari","Pakistani","3.1","(100+)","Islamabad"
"o8sc","Jasifa's kitchen","Pakistani","4.4","(100+)","Islamabad"
"xdnx","Catch N Eat","Fast Food","3.3","(51)","Islamabad"
"n0fa","Ideal Food","Pakistani","4.2","(1000+)","Islamabad"
"tgtz","Khao Mun Beefious Pulao","Pakistani","5","(1)","Islamabad"
"f5vf","Food Gallary","Pakistani","4","(500+)","Islamabad"
"lsw2","PIPERS CHICKEN","Fast Food","4","(500+)","Islamabad"
"il21","Mian's Desi Khana Restaurant","Pakistani","3.7","(3)","Islamabad"
"z8a2","Najeeb Afghani Burger","Fast Food","4","(100+)","Islamabad"
"cklv","LingSa - G10","Chinese","4.4","(100+)","Islamabad"
"klny","Cake O Clock Bakery Café","Cakes & Bakery","3.9","(81)","Islamabad"
"h2m2","BABA JANI FAST FOOD","Fast Food","1.8","(13)","Islamabad"
"xlkp","Quetta Shandar Cafe - (G-10)","Pakistani","4.5","(9)","Islamabad"
"bbr9","Taimoori Pizza & Burger","Fast Food","3.6","(100+)","Islamabad"
"jquk","Fusion Combo - H-13","Fast Food","1.6","(41)","Islamabad"
"ru5j","The Afghani Load","Burgers","4.2","(7)","Islamabad"
"gpsm","Live Wok","Chinese","3.4","(100+)","Islamabad"
"bmds","MMK-S FOODS","Pakistani","4.2","(500+)","Islamabad"
"qxck","Lasagna House by Capital Delights","0 min","4.5","(59)","Islamabad"
"kli0","LingSa Wok","Chinese","4","(100+)","Islamabad"
"iss3","Crust  Pizza Place","Fast Food","4.6","(12)","Islamabad"
"uyio","Foods By Pareesa","Pakistani","3.5","(88)","Islamabad"
"bmlq","Alyf Kitchen","Pakistani","3.6","(25)","Islamabad"
"b6mn","Dough & Co.","Pizza","4.3","(16)","Islamabad"
"w9fp","Karachi Naseeb Biryani","Biryani","4","(2000+)","Islamabad"
"lg8e","Layyah Frozen Food","Savouries","4","(100+)","Islamabad"
"dj8b","Pizza House FA","Pizza","4","(76)","Islamabad"
"n7dm","Haleem House & Biryani Center","Pakistani","3.8","(2000+)","Islamabad"
"a4ws","Karachi Chaman Biryani & Murgh Pulao","Pakistani","3.9","(100+)","Islamabad"
"bkbd","Bannu Beef Pulao","Pulao","3.7","(500+)","Islamabad"
"zb3u","Quetta Tea Menu","Pakistani","4","(80)","Islamabad"
"h5lb","Cafe North","Fast Food","4.8","(12)","Islamabad"
"pm2x","Raja Sindhi Biryani","Pakistani","2.7","(25)","Islamabad"
"yyip","Bannu Beef Pulao","Pakistani","3.9","(97)","Islamabad"
"n7ox","Khana Gharana","Pakistani","4.4","(1000+)","Islamabad"
"n3am","Towcheen","Pasta","4","(1000+)","Islamabad"
"jexq","Broast Hub- G-9","Fast Food","3.8","(100+)","Islamabad"
"jdhb","The China Flame","Chinese","3.8","(16)","Islamabad"
"m05i","Suadish Biryani - Peshawar More","Pakistani","4.2","(73)","Islamabad"
"tbty","Cafe iQ","Fast Food","3.3","(58)","Islamabad"
"v5cw","Bannu Beef Pulao","Pulao","3.9","(2000+)","Islamabad"
"vt0q","Islamabad Food Station","Fast Food","3.6","(8)","Islamabad"
"ke56","Paratha Plus","Pakistani","4.2","(500+)","Islamabad"
"aj0k","Nazir Foods","Savouries","4.5","(1000+)","Islamabad"
"nrpd","Khyber Hujra","Pakistani","3.1","(21)","Islamabad"
"vy37","Quick Meal","Pakistani","4.1","(100+)","Islamabad"
"huka","Rice Corner","Pakistani","4.4","(99)","Islamabad"
"ipvq","Kuki's The Kitchen Story","Continental","3.9","(500+)","Islamabad"
"tk6d","Food Villa","Pakistani","4.3","(100+)","Islamabad"
"mlrz","RooftopGrill - Hanif Rajput","Pakistani","4.1","(100+)","Islamabad"
"iewb","ZAINAB'S KITCHEN","Continental","3.2","(100+)","Islamabad"
"wyj7","Zaheer Macaroni","0 min","4","(500+)","Islamabad"
"e3h1","Shikarpuri Sweets G-9 Markaz","Cakes & Bakery","4.2","(2000+)","Islamabad"
"ggwa","Tayto G-9","Fast Food","4.5","(100+)","Islamabad"
"t5tb","Ayesha Cuisine","Chinese","3.8","(500+)","Islamabad"
"q4ns","Sajid Ali Naan Shop - G-9","Pakistani","4.1","(66)","Islamabad"
"bxur","The Cheese Bar","Chinese","4","(100+)","Islamabad"
"m3fm","Burger Land","Fast Food","3.3","(31)","Islamabad"
"z07z","Breadies Bites","Desserts","3","(50)","Islamabad"
"y426","Annie Kitchen","Pakistani","4.5","(500+)","Islamabad"
"qhj0","3B Bigger,Better,Burger - G9","Burgers","4.3","(89)","Islamabad"
"u8tm","Darbar Restaurant - G-9","Pakistani","4.2","(5000+)","Islamabad"
"w6xu","Bake Kitchen","Pakistani","3.5","(1000+)","Islamabad"
"fvdp","Mr. BBQ","Pakistani","4.4","(10)","Islamabad"
"rg37","Big Bite G-9","Fast Food","2.7","(15)","Islamabad"
"j5fx","Kitchen 92","Pakistani","4.7","(2000+)","Islamabad"
"uint","Wrap Lab - Pak China Mall","Fast Food","4.4","(100+)","Islamabad"
"yb88","BOMBAY BIRYANI","Biryani","4.2","(57)","Islamabad"
"djb6","MilkiAffairs by Shikarpuri","Cakes & Bakery","4.8","(26)","Islamabad"
"ct41","Desi Point","Pakistani","4.5","(500+)","Islamabad"
"jy58","Hot Plate Syrian Shawarma- G8","Fast Food","4","(500+)","Islamabad"
"d6qi","Scrumptious.pk","Desserts","3.5","(100+)","Islamabad"
"u8bp","New Hot N Spicy I-10","Fast Food","4.2","(4000+)","Islamabad"
"ynq0","Lahori Nashta Center- G-9","Pakistani","2.1","(24)","Islamabad"
"zinh","Pulao Ghar","Pakistani","4.1","(100+)","Islamabad"
"p4kh","Meethi Dukan","Cakes & Bakery","4.6","(100+)","Islamabad"
"xp2f","The Guy who Cooks","Burgers","4.3","(1000+)","Islamabad"
"cs0x","Desi Eatry","Pakistani","4.6","(100+)","Islamabad"
"bvil","Biryani King","Biryani","3.7","(100+)","Islamabad"
"rwo3","Foodista Kitchen","Fast Food","3.6","(100+)","Islamabad"
"t9os","Pizzano","Pizza","4.1","(500+)","Islamabad"
"dd8h","BrewBox Cafe","Fast Food","3.3","(55)","Islamabad"
"yuxt","Quetta Al-Muqadar Cafe & Murgh Pulao","Pakistani","3.3","(8)","Islamabad"
"srxn","HEADQUARTER","Fast Food","5","(1)","Islamabad"
"a2ic","Mama'z Chapli Kabab Point","Pakistani","4.4","(500+)","Islamabad"
"t1mi","Doka Mocca","Pasta","4.3","(1000+)","Islamabad"
"ccww","The Cafe Zee","Fast Food","4.5","(5)","Islamabad"
"abwx","Crave 2.0","Fast Food","4.6","(5)","Islamabad"
"n6dy","Pizza Wala","Pasta","3.8","(500+)","Islamabad"
"o1st","Muchacho's Food","Fast Food","4.8","(97)","Islamabad"
"mag4","New Dalan Restaurant","Pakistani","4.1","(1000+)","Islamabad"
"inut","Fruity fuel","Fast Food","3.9","(100+)","Islamabad"
"u16e","Daily Special","Fast Food","4","(100+)","Islamabad"
"db6b","Foodies Corner","Pakistani","4","(100+)","Islamabad"
"wwhz","Tasty Time","Pakistani","3.3","(1000+)","Islamabad"
"trhi","Food Robbin","Sandwiches","4.2","(100+)","Islamabad"
"sjgk","Dawati9/1","Pakistani","3","(500+)","Islamabad"
"aj3p","Taam-Al-Arab","Fast Food","4.3","(100+)","Islamabad"
"r5ln","The Coffee House","Fast Food","4.1","(57)","Islamabad"
"w9ac","Galaxy Foods","Fast Food","4.3","(1000+)","Islamabad"
"dh3l","Al Noorani Biryani","Pakistani","4.1","(100+)","Islamabad"
"rdup","Foodelicious Way","Fast Food","4.6","(10)","Islamabad"
"znhw","Good Cafe","Fast Food","3.2","(17)","Islamabad"
"vg3n","Nimra Home Kitchen","Pakistani","4.1","(100+)","Islamabad"
"n2qo","One More Shawarma","Shawarma","4.1","(1000+)","Islamabad"
"a2jv","Taste Buds","Pakistani","4.5","(500+)","Islamabad"
"n4om","Today's Menu Home Kitchen","Pakistani","4.5","(3000+)","Islamabad"
"fj4f","Captain Shawarma","Pasta","3.8","(100+)","Islamabad"
"n1hv","Food Delight","Pakistani","4.4","(2000+)","Islamabad"
"eq1p","New Stylish Restaurant","Pakistani","4.3","(500+)","Islamabad"
"c2ib","Burger Layers","Fast Food","5","(4)","Islamabad"
"yx21","Kolachi Creamery","Desserts","2.8","(4)","Islamabad"
"ciyu","Haleem Ghar I-8","Pakistani","4.2","(500+)","Islamabad"
"flqg","Fatima Kitchen","Pakistani","3.3","(500+)","Islamabad"
"t5sl","Chicken Chips - I8","Fast Food","4.3","(1000+)","Islamabad"
"nu9a","Hashmi Murgh Pulao & Fast Food","Pakistani","3.8","(41)","Islamabad"
"au2i","Skarchen Food Point","Chinese","2.8","(17)","Islamabad"
"uuy4","MUNCHEES 9 T 9","Pakistani","4.2","(1000+)","Islamabad"
"ec5j","Mohib Ullah Afghani Burger Point","Burgers","4.2","(1000+)","Islamabad"
"n4kt","Cook Zone Chinese","Pasta","3.6","(100+)","Islamabad"
