"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"lcqq","Baba Fast Food, Pizza & BBQ","Fast Food","1.9","(28)","Karachi"
"ap3i","Cool 90's Express","Fast Food","3.4","(100+)","Karachi"
"fnyj","SATRANGI- FLAVOURS OF LIFE","Healthy Food","3.9","(100+)","Karachi"
"rx92","Az Foods","Pakistani","4.2","(500+)","Karachi"
"y2pt","Salty Supper’s","Pasta","3.9","(100+)","Karachi"
"l43j","PIO - The Soda Shop","Healthy Food","4.7","(30)","Karachi"
"gtui","Nizami Foods","Fast Food","5","(1)","Karachi"
"nnnp","Quality Foods","Fast Food","2.9","(2)","Karachi"
"rn7a","Ghousia Fast Food Bar BQ & Pakwan Centre","Fast Food","3.8","(2000+)","Karachi"
"w8w9","Shahi Shinwari BBQ & Restaurant","Pakistani","3.7","(60)","Karachi"
"bay3","IBN-E-BATTUTA RESTAURANT","Pakistani","3.8","(100+)","Karachi"
"gac1","Foodie Arabic Shawarma","Fast Food","4","(89)","Karachi"
"vyju","MAHARAJA RESTAURANT","Pakistani","4","(100+)","Karachi"
"yoxf","SN Royal (Homechef)","Wraps & Rolls","4.1","(100+)","Karachi"
"j8eh","Royal BBQ & Fast Food","Pakistani","4.3","(44)","Karachi"
"u4dz","Kohinoor Sweets Bakers & fast food","Cakes & Bakery","4.1","(4000+)","Karachi"
"b0gf","Agha Juice - Block A","Beverages","4.2","(500+)","Karachi"
"u6mc","Pizza World - FB Area","Pizza","4","(1000+)","Karachi"
"n9zb","Baba Sheermal Pakwan And Bar BQ","Pakistani","4.3","(5000+)","Karachi"
"vm0m","P4Pizza","Pizza","3.8","(69)","Karachi"
"wj1q","NS Foods","Fast Food","3.8","(100+)","Karachi"
"gj9l","Cafe Mehfil Hotel","Pakistani","3.5","(49)","Karachi"
"q01p","Hot & Roll Fast Food","Fast Food","2.5","(500+)","Karachi"
"mbqu","Seerat Foods","Pakistani","4.1","(87)","Karachi"
"bs1e","Beezah Fast Feast","Fast Food","2.2","(40)","Karachi"
"kiec","Ancholi Dream Waffles","Desserts","3.4","(34)","Karachi"
"ozfu","Continental Pizza (Homechef)","Pizza","4.1","(100+)","Karachi"
"x3oy","Food Land","Fast Food","1.9","(10)","Karachi"
"b3gt","Smoke & Fried Chicken - BAR BQ & Fast Food","Fast Food","3.7","(49)","Karachi"
"pw1m","Delicious Food House","Pakistani","4.1","(100+)","Karachi"
"ryk1","San Donato Bakers","Cakes & Bakery","3.9","(76)","Karachi"
"ysbj","D.H.F. Pizza","Pizza","3.8","(500+)","Karachi"
"fvys","Agha Juice - Board Office","Beverages","4.4","(500+)","Karachi"
"p4s8","Burger Zone","Fast Food","2.5","(100+)","Karachi"
"w5fq","Pehelwan Hotel & Nihari House","Pakistani","4","(2000+)","Karachi"
"oblk","Muhammadi Shawarma","Burgers","4.1","(87)","Karachi"
"a6ib","Tikozi","Fast Food","5","(3)","Karachi"
"oizv","Al Momin - Hyderabadi Yakhni Pulao and Pakwan Center","Pakistani","3.6","(74)","Karachi"
"sl20","Italian pizza","Pizza","4.1","(100+)","Karachi"
"czma","Momo Nation","Chinese","4.2","(100+)","Karachi"
"n0od","Qasr-e-Sheereen","Desserts","4.5","(4000+)","Karachi"
"d1vr","Bar B.Q Town","Pakistani","4.4","(100+)","Karachi"
"zu9o","Pizza World","Burgers","3.9","(69)","Karachi"
"u5lk","Cafe Golden Gate","Pakistani","4.3","(500+)","Karachi"
"hbyx","Delightful Biteful","Pakistani","4","(19)","Karachi"
"s9lb","Penny Pizza","Pasta","3.8","(3000+)","Karachi"
"s6jf","Hot Bite Fast Food","Fast Food","3.6","(4000+)","Karachi"
"b24j","Al Mustafa Sheermal House","Pakistani","4.4","(500+)","Karachi"
"s7rg","Creamy Gelato","Ice Cream","4.4","(500+)","Karachi"
"qund","Hot Rolls","Pakistani","3.7","(62)","Karachi"
"nedn","Chowsay","Chinese","4.5","(21)","Karachi"
"jlff","Ainee's Kitchen","Pakistani","4.9","(40)","Karachi"
"kz1i","GHAZI BIRYANI AND PAKWAN HOUSE - FB AREA","Biryani","4.1","(4000+)","Karachi"
"bu49","MANPASND DELHI KAY CHATKHARY","Savouries","4.2","(500+)","Karachi"
"i1ac","Hot N Chilli Roll","Fast Food","3.7","(500+)","Karachi"
"w5et","Ancholi ki Mashhoor Kachoori","Pakistani","4.2","(1000+)","Karachi"
"as3w","PIZZA BURG","Pasta","4","(100+)","Karachi"
"q7f4","Delhi Kitchen","Pakistani","3.7","(90)","Karachi"
"ojgb","Allah Wala Quetta Bolan Hotel","Pakistani","3.8","(100+)","Karachi"
"ba2a","flavor fusion by hira","Pakistani","3.7","(17)","Karachi"
"vs8m","M. Riaz Pakwan & Biryani Centre","Pakistani","4.1","(500+)","Karachi"
"ugkj","Nasir Sweets Bakers & Nimco - Water Pump","Cakes & Bakery","4.2","(1000+)","Karachi"
"nn8r","Irha's Kitchen (Homechef)","Pakistani","3.3","(100+)","Karachi"
"ampd","Tawakkal Halwa Puri - Branch 3","Pakistani","4.4","(2000+)","Karachi"
"nmeh","The Spice","Pakistani","2.4","(10)","Karachi"
"mrpm","Kababjees Express - FB Area","Fast Food","4.2","(5000+)","Karachi"
"b2ix","AIM's Foods","Pakistani","4.5","(100+)","Karachi"
"uvt7","Cafe Broski","Fast Food","3.9","(13)","Karachi"
"lru5","Henny Penny","Fast Food","3.9","(100+)","Karachi"
"dalj","My Kitchen (Homechef)","Burgers","3.8","(100+)","Karachi"
"h95i","Tasty Oasis","Fast Food","4.1","(11)","Karachi"
"zmxt","Babu Pathan Peshawari Chapli Kabab - Branch 5","Pakistani","4.4","(100+)","Karachi"
"gv8o","The Cravings","Cakes & Bakery","3.7","(68)","Karachi"
"k9to","Burgeroholic","Burgers","3.8","(100+)","Karachi"
"f6gl","Al Abbas Food & Pakwan Centre","Pakistani","4","(100+)","Karachi"
"c2t6","Hammad Food Center","Pakistani","3.8","(40)","Karachi"
"h25w","Moos n Clucks - FB Area","Burgers","3.6","(500+)","Karachi"
"t9yk","Hassan Zai Koyla Karahi Sajji & Bar B Que","Pakistani","3.9","(3000+)","Karachi"
"w8rc","Chatkharay Inn","Pakistani","2.5","(17)","Karachi"
"vzj7","Subway - FB Area","Sandwiches","3.9","(2000+)","Karachi"
"aq7q","Paratha King - FB Area","Pakistani","2.7","(6)","Karachi"
"qpex","Burger Villa - FB Area","Burgers","3.6","(100+)","Karachi"
"c43i","Bawarchi Khana","Pakistani","3.7","(100+)","Karachi"
"w6lj","Farzan Sweets & Bakers-FB Area","Pakistani","4.1","(1000+)","Karachi"
"xwwl","MN Kitchen","Chinese","4.3","(53)","Karachi"
"gf64","Daal Master - FB Area","Continental","4.5","(26)","Karachi"
"sg2v","Qadri Khatri Pakwan Center","Pakistani","4","(23)","Karachi"
"x7bj","Raseeli Biryani Adda","Biryani","3.1","(500+)","Karachi"
"urmt","Ahbab Namkeen","Fast Food","4.3","(1000+)","Karachi"
"len5","Al Mustafa Bun Kabab","Pakistani","3.8","(2)","Karachi"
"d9ls","Bombay Samosa & Nimko","Cakes & Bakery","4.4","(3000+)","Karachi"
"t9pq","The Pizza King","Pizza","3.7","(500+)","Karachi"
"v5pt","Bombay Nimco Center - FB AREA","Cakes & Bakery","4.5","(2000+)","Karachi"
"qcve","Kababjees Fried Chicken - FB Area","Fast Food","4.2","(10000+)","Karachi"
"som4","House of Momos by Ayesha","Chinese","3.8","(100+)","Karachi"
"u3i7","Ghareeb nawaz biryani and pakwan center","Biryani","4.3","(1000+)","Karachi"
"ftnj","Hungry Panda","Pakistani","4.6","(65)","Karachi"
"u2ct","Mr Mak","Fast Food","4.4","(3000+)","Karachi"
"y7it","Carvanserai - FB Area","Pakistani","4.3","(2)","Karachi"
"eleo","Majestic Restaurant - Nazimabad","Pakistani","4","(500+)","Karachi"
"n5bh","Sadabahar Koila Karahi & Restaurant","Pakistani","4.1","(500+)","Karachi"
"nk6j","Al Madina Fastfood, Broast & Chinese","Fast Food","3.7","(1000+)","Karachi"
"lzk7","Quetta Arshi Hotel","Pakistani","4.9","(4)","Karachi"
"mg78","Unique Kitchen","Pakistani","3.6","(23)","Karachi"
"vfyh","Nawab Nalli Biryani","Biryani","3.3","(100+)","Karachi"
"c7ar","Pizza Fries Co.","Fast Food","3.9","(100+)","Karachi"
"aex9","Original HOT n Tasty Roll BBQ","Fast Food","4.5","(4000+)","Karachi"
"jbp3","Extreme Chinese","Chinese","4.2","(500+)","Karachi"
"g9cu","Angry Burger (Ayesha Manzil)","Fast Food","4.1","(3000+)","Karachi"
"v2vt","Toronto Burger (Homechef)","Fast Food","4.3","(1000+)","Karachi"
"k69j","Limca Bhai","Fast Food","3.8","(500+)","Karachi"
"qybr","Ghousia Fastfood & BBQ","Burgers","3.6","(500+)","Karachi"
"xnde","Mrs Ammad Kitchen","Pakistani","3.7","(36)","Karachi"
"aqub","New Al Hamd Sweets & Bakers","Pakistani","4.4","(500+)","Karachi"
"mjr8","Cafe Karachi","Fast Food","3.8","(79)","Karachi"
"w9jo","Noorani kichen (Homechef)","Pakistani","3.9","(3000+)","Karachi"
"ezls","Mirza's kitchen","Fast Food","4.9","(6)","Karachi"
"b3kx","Chinese and Fast Food Station","Pasta","3.9","(1000+)","Karachi"
"ppq3","Cafe Green Piyala","Pakistani","2.7","(15)","Karachi"
"urt8","Ice Berg(Creamery) - Ayesha Manzil","Desserts","4.3","(100+)","Karachi"
"u1br","Tasty Chaat Golgappay & Bhelpuri","Savouries","4","(1000+)","Karachi"
"ncgz","Mr Biryani - Hadi Market","Pakistani","4.4","(100+)","Karachi"
"t0es","17th station","Fast Food","4.4","(2000+)","Karachi"
"ecg8","Freeze Taste (Homechef)","Pakistani","4","(100+)","Karachi"
"eee3","Amazing Meals (Homechef)","Pakistani","4.2","(1000+)","Karachi"
"t0sn","DHAMTHAL","Cakes & Bakery","4.1","(100+)","Karachi"
"awsk","Chinese Grill By Chef Hafsa (Homechef)","Chinese","3.8","(1000+)","Karachi"
"zwyl","Lazzat Jahan","Pakistani","4.1","(52)","Karachi"
"fe28","Kaybees Federal B Area ( Karimabad )","Fast Food","3.8","(100+)","Karachi"
"t4sr","Pizza Station (Fast Food & BBQ)","Pasta","4.1","(1000+)","Karachi"
"r9uf","MashaAllah Food Center & Beef Nalli Biryani (MFC)","Biryani","3.7","(100+)","Karachi"
"lin3","Quetta Master Hotel","Pakistani","3.7","(78)","Karachi"
"s1s9","Tehzeeb Kitchen (Homechef)","Pakistani","3.2","(100+)","Karachi"
"nbly","Quetta Ajwa Hotel","Pakistani","4","(500+)","Karachi"
"hbn8","Delicious Meal (Homechef)","Pakistani","3.9","(64)","Karachi"
"bfyo","New Hot n Roll","Fast Food","4.2","(500+)","Karachi"
"pppr","Day Night Fast Foods","Fast Food","3.7","(1000+)","Karachi"
"rknw","McChill Fast Food","Fast Food","3.8","(58)","Karachi"
"e1kx","Jaddah Bar.B.Q and Fast Food","Pakistani","4.2","(500+)","Karachi"
"y9ve","Mama's Cuisine","Pakistani","4","(500+)","Karachi"
"w4pb","Pizza 4 U","Pizza","4.4","(100+)","Karachi"
"ovel","Healthy Bites (Homechef)","Chinese","3","(1)","Karachi"
"gowy","Hype - The Soda Bar","Healthy Food","4.5","(100+)","Karachi"
"icg7","Mr. KAMI","Pasta","4.1","(1000+)","Karachi"
"w917","Bismillah juice center","Beverages","4.3","(100+)","Karachi"
"b2ut","TEXAS (Burger Pizza Grill)","Burgers","4","(2000+)","Karachi"
"tmnj","Mama's Foods","Chinese","3.9","(100+)","Karachi"
"c2pf","Vip Biryani & Makkah Tea Hotel","Pakistani","4.1","(500+)","Karachi"
"r3t0","Mustafa Foods (Homechef)","Pakistani","4.5","(90)","Karachi"
"u2gf","Master Biryani","Biryani","4.1","(500+)","Karachi"
"jsc2","CHEESY OCEAN CHAPTER -1 (FB AREA)","Pasta","4","(100+)","Karachi"
"tx4o","Pizza Chef - FB Area","Pizza","3.8","(100+)","Karachi"
"loez","A1 Foods (Homechef)","Fast Food","4","(100+)","Karachi"
"ulgl","QQT Fast Food - Quality Quantity Taste","Fast Food","4.3","(13)","Karachi"
"zfj3","Mr shawarma","Shawarma","3.3","(100+)","Karachi"
"n4xq","Dehli Shandar Haleem & Fast Food","Fast Food","4.3","(2000+)","Karachi"
"t1vq","BOXER BURGERS","Fast Food","3.8","(2000+)","Karachi"
"khqp","Ghousia Fast Food & Pizza","Burgers","3.1","(500+)","Karachi"
"b87c","USA Kitchen","Fast Food","3.3","(90)","Karachi"
"n6sm","Cafe Panchayat","Fast Food","3.9","(1000+)","Karachi"
"btta","Pizza Day Night Orangi","Pasta","2.8","(500+)","Karachi"
"pxw1","Shahi Khana","Pakistani","4.5","(7)","Karachi"
"vbp2","Cluck N Bites","Fast Food","2.7","(8)","Karachi"
"oi1e","The Waffle Spot (Homechef)","Desserts","4.3","(1000+)","Karachi"
"p2ov","Bismillah Manpasand Shawarma","Shawarma","4.1","(100+)","Karachi"
"l5ab","Karachi White Biryani","Biryani","4","(1000+)","Karachi"
"rxad","Galaxy Catering & Food Point","Fast Food","4","(100+)","Karachi"
"w2ub","Sultan Food Center","Pakistani","4.3","(5000+)","Karachi"
"gvuv","Bismillah Manpasand Chatkhary","Pakistani","4.5","(100+)","Karachi"
"fjfq","Blissful bistro (Homechef)","Fast Food","3","(1)","Karachi"
"pigc","New Delhi islam Restuarent and Nihari House","Pakistani","4.4","(100+)","Karachi"
"apw6","Aunty's Kitchen (Homechef)","Casual","3.7","(500+)","Karachi"
"l15b","Rani's kitchen","Fast Food","5","(1)","Karachi"
"s0ha","Zikr & Zaika Biryani & Fast Food Center","Fast Food","4","(10000+)","Karachi"
"i95z","Zikr & Zaika BBQ & Roll Point","Wraps & Rolls","3.9","(100+)","Karachi"
"w8zl","Allah Wala Restaurant & Biryani King","Pakistani","3.6","(1000+)","Karachi"
"yvex","Burger O Tea","Fast Food","2.4","(2)","Karachi"
"xxh8","Magnus Juices, Shakes and Soup","Healthy Food","3.9","(100+)","Karachi"
"epga","Hunza Chicken Corn Soup (Homechef)","Chinese","4.4","(1000+)","Karachi"
"b6i6","Saugat-E-Dastarkhwan","Pakistani","3.9","(100+)","Karachi"
"yya7","BURGER CORNER (Homechef)","Fast Food","4.3","(100+)","Karachi"
"stjb","Haji Mehfooz Shreemal House","Pakistani","4.3","(1000+)","Karachi"
"v8pr","Prince Snacks","Pakistani","4.3","(1000+)","Karachi"
"rbmd","Rivayat","Fast Food","3.9","(100+)","Karachi"
"dzjq","Mr. Khan Broast & Fastfood","Fast Food","3.8","(100+)","Karachi"
"f8py","Booster Dose - Chinese Fast Food Pizza","Fast Food","3.6","(100+)","Karachi"
"olsy","Desi Tarka","Pakistani","3.5","(66)","Karachi"
"n525","OSTS Ice Cream","Desserts","4.7","(28)","Karachi"
"qkla","Friend's Cafe (Homechef)","Chinese","3","(1)","Karachi"
"cezm","FryDay","Fast Food","3.6","(2)","Karachi"
"c6yw","Bites 4 Delight (FB Area)","Pasta","4","(5000+)","Karachi"
"rebc","Haji Muhammad Qasim Sheermall and Pakwan Center","Pakistani","4.2","(500+)","Karachi"
"ja4m","Happy Kitchen","Pakistani","4.2","(100+)","Karachi"
"bx1e","Deenar's","Pakistani","3.9","(500+)","Karachi"
"s3jz","D' Thaliland","Pasta","3.7","(1000+)","Karachi"
"hcpk","Pizza Night","Pizza","4","(100+)","Karachi"
"eqtq","AL-Rehman Catering & Biryani Centre - Nazimabad","Pakistani","3.9","(1000+)","Karachi"
"m5yi","Memon Food Centre","Pakistani","4.6","(100+)","Karachi"
"dqy0","Hot N Spicy Bbq Grill","Pakistani","2","(8)","Karachi"
"z4rm","R.K. Foods","Pakistani","4","(100+)","Karachi"
"nszq","Hot N Roll Azizabad","Pasta","3.6","(500+)","Karachi"
"dbor","Dilpasand halwapuri & kachori","Pakistani","3.8","(500+)","Karachi"
"wkf8","Hot N Roll BBQ","Pakistani","1","(1)","Karachi"
"c5l8","Pizza Mood","Pizza","3.7","(100+)","Karachi"
"l9bw","Yummy in the tummy","Pakistani","3.2","(100+)","Karachi"
"n4mh","Tayaba Foods","Fast Food","4.2","(1000+)","Karachi"
"pgis","Atia's Kitchen","Chinese","2.3","(100+)","Karachi"
"gmzy","Pizza Spicy","Pasta","3.4","(100+)","Karachi"
"r234","Tasty Fast Food (Homechef)","Fast Food","4.8","(20)","Karachi"
"y3ho","Crazie Chef","Chinese","4.1","(500+)","Karachi"
"t7ww","Chickita Food Center","Fast Food","3.7","(100+)","Karachi"
"xh87","Cali4 u","Pizza","2.6","(16)","Karachi"
"v6vd","Haji Qasim Pakwan and Sheermall House","Pakistani","4","(1000+)","Karachi"
"xaz1","Ayesha's Cuisine","Pakistani","4.9","(6)","Karachi"
"vnvg","Bites & Ice","Healthy Food","1.4","(38)","Karachi"
"q86z","UMZ By Huzaifah","Pakistani","3.6","(4)","Karachi"
"x55l","Mr Zinger","Fast Food","3.4","(1000+)","Karachi"
"d6vo","Noorani Food House","Pakistani","3.2","(52)","Karachi"
"v6sf","New Sangat BBQ & Fast Food","Fast Food","3.9","(2000+)","Karachi"
"m5c5","Dehli Kabab BBQ n Chinese","Fast Food","3.8","(500+)","Karachi"
"riou","Hot & Roll Super Grill (Homechef)","Fast Food","3.8","(100+)","Karachi"
"op8s","Fatmians Kitchen","Pakistani","4.2","(100+)","Karachi"
"zt1h","Super Fine Bakers & Sweets","Cakes & Bakery","3.9","(100+)","Karachi"
"x4o2","Turkish Pizzeria & Fast Food","Pizza","3.9","(85)","Karachi"
"rski","Pizza 69","Pasta","4","(1000+)","Karachi"
"y1p3","Isra Fast Food and Juices (Homechef)","Healthy Food","3.9","(100+)","Karachi"
"djxr","BROAST CLUB","Pasta","4","(100+)","Karachi"
"nq92","Subhan Juice Centre","Beverages","4.4","(500+)","Karachi"
"v9ka","ICE BERG LUSH","Desserts","4.8","(1000+)","Karachi"
"m4on","Abbas BBQ ,Koila karahi & Fast Food","Pakistani","4","(1000+)","Karachi"
"n6z9","HOT N ROLL DARBAR (Homechef)","Fast Food","3.6","(500+)","Karachi"
"bi3e","Italian Pizzeria","Pizza","3.8","(100+)","Karachi"
"ilo5","Shake N Flex","Desserts","4.5","(500+)","Karachi"
"d6pu","China Town","Chinese","3.1","(100+)","Karachi"
"k71s","Haji Afzal Fast Food","Fast Food","4","(500+)","Karachi"
"f9nk","Asim Allahwala","Pakistani","4.1","(1000+)","Karachi"
"w9bv","Al Mansoor Pakwan & Biryani Centre","Biryani","4.3","(2000+)","Karachi"
"t9ap","Burns Road Kay Famous Bunkabab & Pizza Fries","Pizza","4.2","(500+)","Karachi"
"qcqv","Prince Broast BBQ & Chinese (Homechef)","Fast Food","3.6","(1000+)","Karachi"
"u6bt","Zam zam Foods","Pasta","4.1","(15000+)","Karachi"
"i7ya","Dehli Kamal Nihari & Biryani House","Pakistani","3.8","(500+)","Karachi"
"u6om","Dehli Kamal Nihari & Sheermal House","Pakistani","4.3","(4000+)","Karachi"
"g62h","Hot & Roll Tonight","Fast Food","3.7","(500+)","Karachi"
"whg2","InshAllah Tandoor House","Pakistani","4.6","(1000+)","Karachi"
"qq5n","Pizza Shine","Pizza","3.7","(64)","Karachi"
"e46i","MUSA BHAI FAST FOOD","Pakistani","4.4","(3)","Karachi"
"m47o","Food Mood","Pakistani","2.3","(48)","Karachi"
"a1iz","Burns Road K Famous Bun Kabab & Biryani","Biryani","4.2","(500+)","Karachi"
"fd3w","FlavorFulfill","Pakistani","4.9","(37)","Karachi"
"fq8l","Doupizz","Pizza","3.6","(54)","Karachi"
"mckq","Hot N Roll BBQ","Fast Food","3.5","(100+)","Karachi"
"o6vq","Delhi Zaiqa (Homechef)","Pakistani","4.1","(1000+)","Karachi"
"d0xi","Hot n Spicy Super Grill (Homechef)","Fast Food","3.7","(74)","Karachi"
"is63","BREAKFAST CORNER (H.E.F Canteen)","Beverages","4.2","(100+)","Karachi"
"w9rp","Dilpasand Nihari & shermall house","Pakistani","4.2","(2000+)","Karachi"
"ptyx","Ammi Kay Hath Ka Zaiqa","Pakistani","4.4","(6)","Karachi"
"mfdv","Cafe Karak","Pakistani","4.2","(100+)","Karachi"
"fwqi","Bismillah Nashta House","Pakistani","4.3","(2000+)","Karachi"
"aoj3","ZAK Foods","Pakistani","3.2","(100+)","Karachi"
"ghyc","AA Pizza & Fast Food","Pizza","3.2","(8)","Karachi"
"scw2","Mehran Ice cream (Hussainabad)","Ice Cream","4.5","(4000+)","Karachi"
"e1rv","Munchies BBQ Roll & Burger","Pasta","2.8","(100+)","Karachi"
"su07","New Salwa Grill","Broast","3.6","(500+)","Karachi"
"hzgc","Biryani Master","Pakistani","4","(100+)","Karachi"
"v8se","Texas Burgers (Hussainabad)","Burgers","4","(2000+)","Karachi"
"y6cy","NEW MANO - Hussainabad","Pasta","4.2","(4000+)","Karachi"
"vqod","BABA FOODS","Fast Food","4.2","(9)","Karachi"
"epsn","Hot & Roll BBQ Tonight","Fast Food","3.6","(1000+)","Karachi"
"m3tf","Tasty Traditions","Chinese","3.3","(30)","Karachi"
"q62e","Chinese House & Karahi (Homechef)","Chinese","3.3","(100+)","Karachi"
"yoz9","Al Hamd Pakwan & Biryani","Pakistani","4.2","(100+)","Karachi"
"wmp3","Sanubar IceCream","Ice Cream","4.3","(100+)","Karachi"
"y6is","HOT & SPICY GRILL","Burgers","3.8","(500+)","Karachi"
"n7ja","Royal Jasmine Cuisine","Chinese","3.7","(100+)","Karachi"
"qmm8","Rao Rajput Restaurant","Fast Food","2.7","(21)","Karachi"
"qie4","The Dossani Kitchen","Pakistani","4.1","(100+)","Karachi"
"pmvy","Yumm's Pizza - Hussainabad","Pizza","4.3","(16)","Karachi"
"crk7","Zaiqa Biryani & Pakwan House","Pakistani","3.8","(89)","Karachi"
"sxis","Slice of Heaven","Fast Food","2.6","(11)","Karachi"
"cjit","Bismillah Lahori Murgh Cholay & Paya","Pakistani","3.8","(100+)","Karachi"
"z7ya","Foodie O Licious","Pakistani","3.7","(100+)","Karachi"
"vv0x","Mashallah Halwa Puri","Pakistani","4.2","(500+)","Karachi"
"mndv","Khan Burger","Fast Food","4","(100+)","Karachi"
"dwql","Paradise Halwa Puri","Pakistani","3.8","(100+)","Karachi"
"u4sf","Ghousia Food Hussainabad","Ice Cream","4.1","(2000+)","Karachi"
"c381","The Modern Kitchen","Pakistani","3.6","(39)","Karachi"
"u9sb","Eat N Spicy","Fast Food","4.2","(500+)","Karachi"
"t2cu","Fries N Dips - Danzoo","Fast Food","3.4","(100+)","Karachi"
"tqpc","Vanellis - LuckyOne","Pasta","3.6","(85)","Karachi"
"bh7y","Baba's - Perfect Taste","Fast Food","3.3","(6)","Karachi"
"dicf","FSC ( FURQAN SOUP CENTER)","Chinese","4.4","(100+)","Karachi"
"f6by","Shawarma Queen","Chinese","3.2","(100+)","Karachi"
"bwug","5 Star Nimco Bakers and Halwa Puri House","Pakistani","4.2","(500+)","Karachi"
"f5dz","Chapati","Pakistani","4.5","(2000+)","Karachi"
"e2a9","Mamu Hyderabadi Yakhni Pulao, Biryani and Pakwan Center","Pakistani","4.8","(14)","Karachi"
"ty4i","Food Break -  Gulzar e Hijri Scheme 33","Pakistani","3.7","(100+)","Karachi"
"un78","Tafazzal habibi","Fast Food","3.8","(91)","Karachi"
"axzf","QUETTA BABA WALI HOTEL","Pakistani","4.4","(80)","Karachi"
"n3jb","Agharugullah Juice","Beverages","4.4","(1000+)","Karachi"
"dizt","HEYDAY","Ice Cream","3.9","(500+)","Karachi"
"gi2s","Vohra Sheermal House","Pakistani","4.7","(70)","Karachi"
"vftg","Bit Spicy (Desi Food) (Homechef)","Pakistani","4.4","(1000+)","Karachi"
"v1k3","Cafe Azeem","Fast Food","4.2","(53)","Karachi"
"w8nm","Khaani Roti House (Homechef)","Pakistani","4.4","(2000+)","Karachi"
"l4ca","TFC - Tasty Food Center","Pakistani","4.3","(100+)","Karachi"
"pwip","Mr.Waffle","Desserts","4.4","(100+)","Karachi"
"zg4j","Ghousia Charga House","Pakistani","4.1","(100+)","Karachi"
"pxwx","Naan Bhai","Pakistani","4.2","(100+)","Karachi"
"x9b5","Maya Chicken Shawarma","Shawarma","4.1","(1000+)","Karachi"
"fgp9","Yadgar Halwa Puri","Pakistani","3.9","(500+)","Karachi"
"n8hu","Del Frio - Lucky one","Continental","3.4","(100+)","Karachi"
"bz2b","Dehli Famous Dahi Baday","Pakistani","4.1","(500+)","Karachi"
"w5rq","Deli Malik","Pakistani","3.8","(500+)","Karachi"
"r3w0","Ghousia Fast Food & Chinese","Fast Food","4.2","(100+)","Karachi"
"w8lc","Chishti Pakwan","Pakistani","4.1","(100+)","Karachi"
"w3cl","Baba Rabri - Hussainabad","Desserts","4.2","(2000+)","Karachi"
"vx89","RICE N SPICE - Nazimabad","Pasta","1.6","(30)","Karachi"
"ygdb","Choozee Cheezee Pizza","Pizza","3.7","(9)","Karachi"
"vqdj","Ginsoy Live - Lucky One","Chinese","3.9","(1000+)","Karachi"
"y0ak","FuudRockers","Fast Food","3.9","(100+)","Karachi"
"w8cc","AL-Rehman Catering & Biryani Centre - FB Area","Biryani","4.2","(5000+)","Karachi"
"pdbq","TU TU KITCHEN","Pizza","3.9","(58)","Karachi"
"rpvz","Hanifia - Lucky One Mall","Fast Food","2.5","(24)","Karachi"
"n9ff","Fibbi House of Tea - Lucky One Mall","Tea & Coffee","3.8","(48)","Karachi"
"f3bj","Umair Turkish - Bahadurabad","Healthy Food","3.1","(100+)","Karachi"
"s8gk","Broast Town - Hussainabad","Pasta","4.2","(5000+)","Karachi"
"y03n","Badshah Restaurant - Super Highway","Pakistani","4.9","(5)","Karachi"
"o6yf","Fast N Fresh","Pakistani","4.9","(40)","Karachi"
"l62a","Kaka Al Baik","Healthy Food","4.3","(28)","Karachi"
"x7ba","Pizza Scene","Pasta","3.6","(100+)","Karachi"
"tbbp","Karachi Delights","Pakistani","3.5","(6)","Karachi"
"hc0p","Food Tonight Restaurant","Fast Food","4.4","(4)","Karachi"
"jede","786 Halwa puri wala","Pakistani","3.8","(70)","Karachi"
"andt","Italian Feast (Homechef)","Chinese","3.9","(100+)","Karachi"
"q1rw","AA COOKING (CHEF AMBER)","Pakistani","4.5","(14)","Karachi"
"n9wo","Madina Pakwan Centre","Pakistani","4","(1000+)","Karachi"
"yyf0","Kashee's kitchen","Karahi & Handi","4.4","(100+)","Karachi"
"mvtl","Dil Nasheen Halwa Poori","Pakistani","4.2","(500+)","Karachi"
"w2bl","Marhaba Bar B.Q & Sheermal House","Pakistani","4.2","(500+)","Karachi"
"v3ai","Zubair Bawarchi & Biryani Center","Biryani","4.2","(1000+)","Karachi"
"rokt","Shah G BBQ FastFood & Biryani Center","Fast Food","3.4","(66)","Karachi"
"asjr","Food Dine","Pakistani","4.4","(61)","Karachi"
"ln3v","Makhrani Hotel","Pakistani","4.1","(58)","Karachi"
"z6mv","Larkana Sajji","Pakistani","4.1","(500+)","Karachi"
"hpq7","MFC","Fast Food","2.3","(4)","Karachi"
"rome","Allah wala pakwan and sheermal house","Pakistani","4.2","(500+)","Karachi"
"imxd","Al Zahra Foods","Pakistani","3.4","(56)","Karachi"
"tais","Aloo Kachalu","Pakistani","3.9","(15)","Karachi"
"o3i6","AAA Foods","Chinese","3.8","(500+)","Karachi"
"uehl","Siddiqui's Kitchen","Continental","3.6","(46)","Karachi"
"c7mg","United Foods Liaquatabad","Burgers","4","(1000+)","Karachi"
"v1um","Dehli Mehfooz Nehari Hotel","Pakistani","4.1","(500+)","Karachi"
"es72","Raiha Fatima Home kitchen","Pakistani","5","(8)","Karachi"
"n7bm","REAL FOODIES RESTAURANT","Fast Food","4","(5000+)","Karachi"
